timestamp,device_id,ax,ay,az,motion_magnitude,rssi,ip,data_type,sensorSource,total_acceleration,ax_abs,ay_abs,az_abs,hour,minute,second
2026-04-13 06:15:35.635000+00:00,ID_001,3.49,8.94,5.06,10.849299516558661,-70,::ffff:192.168.1.6,artificial,accelerometer,10.849299516558661,3.49,8.94,5.06,6,15,35
2026-04-13 06:15:37.727000+00:00,ID_001,3.92,8.59,3.49,10.066508828784684,-69,::ffff:192.168.1.6,artificial,accelerometer,10.066508828784684,3.92,8.59,3.49,6,15,37
2026-04-13 06:15:39.741000+00:00,ID_001,11.89,16.4,8.16,21.838445457495364,-79,::ffff:192.168.1.6,artificial,accelerometer,21.838445457495364,11.89,16.4,8.16,6,15,39
2026-04-13 06:15:42.064000+00:00,ID_001,4.63,10.83,3.53,12.295800095967728,-71,::ffff:192.168.1.6,artificial,accelerometer,12.295800095967728,4.63,10.83,3.53,6,15,42
2026-04-13 06:15:44.031000+00:00,ID_001,1.45,2.39,0.27,2.8084693339967237,-76,::ffff:192.168.1.6,artificial,accelerometer,2.8084693339967237,1.45,2.39,0.27,6,15,44
2026-04-13 06:15:46.138000+00:00,ID_001,2.71,6.83,2.35,7.714628960617613,-78,::ffff:192.168.1.6,artificial,accelerometer,7.714628960617613,2.71,6.83,2.35,6,15,46
2026-04-13 06:15:48.414000+00:00,ID_001,2.31,4.86,1.45,5.57298842632927,-80,::ffff:192.168.1.6,artificial,accelerometer,5.57298842632927,2.31,4.86,1.45,6,15,48
2026-04-13 06:15:50.379000+00:00,ID_001,2.63,8.08,1.22,8.584386990344738,-72,::ffff:192.168.1.6,artificial,accelerometer,8.584386990344738,2.63,8.08,1.22,6,15,50
2026-04-13 06:15:52.431000+00:00,ID_001,-0.31,6.35,2.31,6.76422205430898,-74,::ffff:192.168.1.6,artificial,accelerometer,6.76422205430898,0.31,6.35,2.31,6,15,52
2026-04-13 06:15:54.487000+00:00,ID_001,-0.71,6.2,4.08,7.455903701094858,-72,::ffff:192.168.1.6,artificial,accelerometer,7.455903701094858,0.71,6.2,4.08,6,15,54
2026-04-13 06:15:56.793000+00:00,ID_001,2.86,10.43,2.86,11.186782379218789,-81,::ffff:192.168.1.6,artificial,accelerometer,11.186782379218789,2.86,10.43,2.86,6,15,56
2026-04-13 06:15:58.781000+00:00,ID_001,9.14,16.44,5.84,19.695654343027044,-76,::ffff:192.168.1.6,artificial,accelerometer,19.695654343027044,9.14,16.44,5.84,6,15,58
2026-04-13 06:16:01.025000+00:00,ID_001,0.51,9.45,1.88,9.648678666014325,-71,::ffff:192.168.1.6,artificial,accelerometer,9.648678666014325,0.51,9.45,1.88,6,16,1
2026-04-13 06:16:02.973000+00:00,ID_001,-1.45,9.34,3.69,10.146634910156175,-66,::ffff:192.168.1.6,artificial,accelerometer,10.146634910156175,1.45,9.34,3.69,6,16,2
2026-04-13 06:16:05.054000+00:00,ID_001,0.2,10.12,4.55,11.097607850343245,-65,::ffff:192.168.1.6,artificial,accelerometer,11.097607850343245,0.2,10.12,4.55,6,16,5
